isin,company_name,org_perm_id,tax_id,hq_country,orgnr,method
SE0000190126,Industrivarden AB,4295890329,SE556043420001,SE,5560434200.0,lseg_taxid
SE0000190134,,,,,,none
SE0000191090,Ratos AB,4295889824,SE556008358501,SE,5560083585.0,lseg_taxid
SE0000191298,Realia AB (Old),4295889932,,SE,,none
SE0000191561,Enea AB,4295889892,SE556209714601,SE,5562097146.0,lseg_taxid
SE0000191827,,,,,,none
SE0000192403,,,,,,none
SE0000192874,Meroc Asset Management AB,5000001700,,SE,,none
SE0000192882,Meroc Asset Management AB,5000001700,,SE,,none
SE0000193120,,,,,,none
SE0000193286,Realia AB (Old),4295889932,,SE,,none
SE0000195570,Gunnebo AB,4295889964,SE556438262901,SE,5564382629.0,lseg_taxid
SE0000195802,Atle AB (Publ),4295889970,,SE,,none
SE0000195810,Bure Equity AB,4295889984,SE556454878101,SE,5564548781.0,lseg_taxid
SE0000202624,Getinge AB,4295889996,SE556408503201,SE,5564085032.0,lseg_taxid
SE0000204794,Celsius Ab*,4295890341,,SE,,none
SE0000204828,Rodamco Sverige AB,4295889848,SE556201865401,SE,5562018654.0,lseg_taxid
SE0000205932,,,,,,none
SE0000205940,,,,,,none
SE0000211682,JP Nordiska AB,4295889828,,SE,,none
SE0000214058,HL Display AB,4295890102,SE556286995701,SE,5562869957.0,lseg_taxid
SE0000215493,Doro AB,4295890051,SE556161942901,SE,5561619429.0,lseg_taxid
SE0000220824,Ahlstrom Sweden AB,4298141875,SE556669973101,SE,5566699731.0,lseg_taxid
SE0000221723,Meda AB,4295890088,SE556427281201,SE,5564272812.0,lseg_taxid
SE0000224446,,,,,,none
SE0000224578,IDEMIA Sweden Company AB,4295890068,SE556408385401,SE,5564083854.0,lseg_taxid
SE0000226367,Nobel Biocare AB,4296180123,SE556002023101,SE,5560020231.0,lseg_taxid
SE0000226607,Fastighets Gesimsen Gron AB,4298446345,,SE,,none
SE0000227258,Akzo Nobel NV,4295884730,001824521B01,NL,,none
SE0000230963,,,,,,none
SE0000232175,Hoganas AB,4295890345,SE556005012101,SE,5560050121.0,lseg_taxid
SE0000232282,Matteus Fondkommission AB,4295890090,,SE,,none
SE0000233082,,,,,,none
SE0000233801,Verimation AB,4295890136,,SE,,none
SE0000233934,Pricer AB,4295890058,SE556427799301,SE,5564277993.0,lseg_taxid
SE0000235574,Monark Stiga,4295890104,,SE,,none
SE0000236382,Concejo AB (publ),4295889999,SE556480332701,SE,5564803327.0,lseg_taxid
SE0000236515,,,,,,none
SE0000237315,,,,,,none
SE0000239733,Nordifagruppen AB,5000278945,,SE,,none
SE0000239741,Nordifagruppen AB,5000278945,,SE,,none
SE0000240558,Kronfagel Holding AB,4295890018,SE556529637201,SE,5565296372.0,lseg_taxid
SE0000240772,Provobis Hotel & Restauranger AB,4295890121,,SE,,none
SE0000241614,,,,,,none
SE0000242125,Baxter Medical AB,4295890017,SE556171065701,SE,5561710657.0,lseg_taxid
SE0000242455,Swedbank AB,8589934289,,SE,,none
SE0000242711,,,,,,none
SE0000251902,Ledstiernan AB,4295890171,SE556122215801,SE,5561222158.0,lseg_taxid
SE0000254567,Klippan AB,4295890087,,SE,,none
SE0000254880,B Tankers AB,4295890072,,SE,,none
SE0000255648,,,,,,none
SE0000257792,Fagerlid Industrier Ab,4295890069,,SE,,none
SE0000259418,Intelligent Microsystems Data AB,4295890099,,SE,,none
SE0000262446,Acando Europe AB,4295890146,SE556220851101,SE,5562208511.0,lseg_taxid
SE0000262982,Cardo AB,4295889948,,,,none
SE0000264574,AB Segerstrom & Svensson,4295890045,,SE,,none
SE0000265217,PA Resources AB,4295890269,,SE,,none
SE0000266991,Granges AB,4295890016,SE556001612201,SE,5560016122.0,lseg_taxid
SE0000267056,,,,,,none
SE0000267494,Caran AB,4295890083,,SE,,none
SE0000273294,,,,,,none
SE0000275802,Vandewiele Sweden AB,4295890005,SE556512941701,SE,5565129417.0,lseg_taxid
SE0000275943,Mindray Medical Sweden AB,5036768384,SE556386994901,SE,5563869949.0,lseg_taxid
SE0000282071,Teligent Mobile Office AB,4295890180,,SE,,none
SE0000289928,,,,,,none
SE0000290728,Plm AB,4295889986,,SE,,none
SE0000291171,Toyota Material Handling Europe AB,4295889966,SE556491953701,SE,5564919537.0,lseg_taxid
SE0000291486,Cision AB,4295890210,,,,none
SE0000293003,Prifast AB,4295889937,,SE,,none
SE0000293656,BioPhausia AB,4295890105,SE556485015301,SE,5564850153.0,lseg_taxid
SE0000304750,Bring Mail Nordic AB,5000567227,SE556528819701,SE,5565288197.0,lseg_taxid
SE0000308017,,,,,,none
SE0000308272,Scania AB,4295889967,,SE,,none
SE0000308280,Scania AB,4295889967,,SE,,none
SE0000310336,,,,,,none
SE0000310690,,,,,,none
SE0000311359,Dahl International AB,4295889982,,SE,,none
SE0000311417,,,,,,none
SE0000311615,Mandator AB,4295890091,SE556216035701,SE,5562160357.0,lseg_taxid
SE0000312043,Havsfrun Investment AB,4295889969,,SE,,none
SE0000314155,Stena Fastigheter Vast AB,5000210277,SE556093627901,SE,5560936279.0,lseg_taxid
SE0000314304,,,,,,none
SE0000314312,,,,,,none
SE0000314502,,,,,,none
SE0000316150,Ferator Engineering AB,4295890067,,SE,,none
SE0000323305,Softronic AB,4295890207,SE556249019201,SE,5562490192.0,lseg_taxid
SE0000325532,Enator AB,4295889985,,SE,,none
SE0000325870,Diffchamb Sverige AB,4295889934,,SE,,none
SE0000327090,Biolin Scientific AB,4295890100,SE556249429301,SE,5562494293.0,lseg_taxid
SE0000329146,SAS Sverige AB,4295889784,SE556042541401,SE,5560425414.0,lseg_taxid
SE0000329203,SIFAB Fastighets AB,4295889835,SE556014525101,SE,5560145251.0,lseg_taxid
SE0000331225,,,,,,none
SE0000331266,Duroc AB,4295890250,SE556446428601,SE,5564464286.0,lseg_taxid
SE0000337917,,,,,,none
SE0000338220,Skandia Fastigheter AB,4295889987,SE556467164101,SE,5564671641.0,lseg_taxid
SE0000339137,Peak Performance,4296077883,,SE,,none
SE0000345902,Softronic 1 AB,4295890096,,SE,,none
SE0000347486,Karlshamns AB,4295890164,,SE,,none
SE0000349243,Infor Holdings (Sweden) AB,4295890106,SE556387814801,SE,5563878148.0,lseg_taxid
SE0000350340,Gylling Optima Batteries AB,4295890089,,SE,,none
SE0000350696,Castellum Norr 2 AB,5000088087,SE556458613801,SE,5564586138.0,lseg_taxid
SE0000351157,Scandic Hotels AB,4295890006,SE556299100901,SE,5562991009.0,lseg_taxid
SE0000352809,Scanmining AB,4295890227,,,,none
SE0000353351,Biacore International AB,4295890014,,SE,,none
SE0000353898,MQ International AB,4295890273,SE556458694801,SE,5564586948.0,lseg_taxid
SE0000355729,Entraction Holding AB,4295890467,SE556367291301,SE,5563672913.0,lseg_taxid
SE0000356008,Prevas AB,4295890119,SE556252138401,SE,5562521384.0,lseg_taxid
SE0000361909,Biora AB,4295890011,SE556289899801,SE,5562898998.0,lseg_taxid
SE0000362675,NovaCast Technologies AB,4295890442,,,,none
SE0000364283,Alfaskop AB,4295890074,,,,none
SE0000366098,Net Insight AB,4295890230,SE556533439701,SE,5565334397.0,lseg_taxid
SE0000366254,Harman Connected Services AB,4295890160,SE556250351501,SE,5562503515.0,lseg_taxid
SE0000367823,Vostok Gas Ltd,5000024973,,BM,,none
SE0000371296,Nordnet AB (Pre-Merger),4295890233,,SE,,none
SE0000373128,,,,,,none
SE0000374704,Pronyx AB,4295890228,,SE,,none
SE0000374993,Banijay Sweden AB,4295890151,SE556333466201,SE,5563334662.0,lseg_taxid
SE0000375115,,,,,,none
SE0000375545,ACM 2001 AB,4295890175,SE556057285001,SE,5560572850.0,lseg_taxid
SE0000378127,Braathens Travel Group AB,4295890130,,SE,,none
SE0000379075,SakI AB,4295890118,,,,none
SE0000379190,Castellum AB,4295890020,SE556475555001,SE,5564755550.0,lseg_taxid
SE0000379497,Semcon AB,4295890148,SE556539954901,SE,5565399549.0,lseg_taxid
SE0000379844,,,,,,none
SE0000381782,,,,,,none
SE0000381790,Cision AB,4295890210,,,,none
SE0000381840,Feelgood Svenska AB,4295890361,SE556511205801,SE,5565112058.0,lseg_taxid
SE0000382335,,,,,,none
SE0000383259,Handelsbanken Hypotek AB,4295890108,,SE,,none
SE0000383457,Scandinavian PC Systems AB,4295890120,,SE,,none
SE0000383473,Riddarhyttan Resources AB,4295890356,,,,none
SE0000383499,LGP Allgon Holding AB,4295890056,,,,none
SE0000383531,North Atlantic Natural Resources AB,4295890112,,SE,,none
SE0000386104,Decerno City AB,4295890143,,SE,,none
SE0000386138,Lammhults Design Group AB,4295889926,SE556541209401,SE,5565412094.0,lseg_taxid
SE0000387318,Rorvik Industri och Handel AB,4295890134,SE556541208601,SE,5565412086.0,lseg_taxid
SE0000387607,Check Point Holding AB,4295890142,,SE,,none
SE0000388910,Louis Gibeck AB,4295890123,,SE,,none
SE0000388969,Gorthon Lines AB,4295890026,,SE,,none
SE0000390296,,,,,,none
SE0000391716,Traction AB,4295890380,,SE,,none
SE0000393845,Vision Park Entertainment AB,4295890349,,SE,,none
SE0000393860,Profilgruppen AB,4295890029,SE556277894301,SE,5562778943.0,lseg_taxid
SE0000393936,,,,,,none
SE0000394165,Scanfil Sweden AB,4295890124,SE556251330801,SE,5562513308.0,lseg_taxid
SE0000394181,Pandox AB,4295890111,SE556030788501,SE,5560307885.0,lseg_taxid
SE0000394470,Mandator AB,4295890091,SE556216035701,SE,5562160357.0,lseg_taxid
SE0000394546,Prosolvia AB,4295890140,,SE,,none
SE0000394702,,,,,,none
SE0000394736,,,,,,none
SE0000395105,,,,,,none
SE0000395170,Medicover Holding AB,4295889911,,SE,,none
SE0000396061,Bong AB,4295889871,SE556034157901,SE,5560341579.0,lseg_taxid
SE0000396715,Vision Park Interactive Media AB,4295890209,,US,,none
SE0000396822,,,,,,none
SE0000401622,,,,,,none
SE0000402448,,,,,,none
SE0000402497,Decim AB,4295890306,,SE,,none
SE0000407991,Svedbergs Group AB,4295890129,SE556052498401,SE,5560524984.0,lseg_taxid
SE0000408189,,,,,,none
SE0000410698,Dial Nxt Group AB,4295890342,,SE,,none
SE0000412363,,,,,,none
SE0000412371,,,,,,none
SE0000412991,,,,,,none
SE0000413221,Artimplant AB,4295890084,,SE,,none
SE0000413783,Wilkenson Handskmakar N AB,4295890139,,SE,,none
SE0000416125,Svenska Orient Linien AB,4295890133,SE556605095001,SE,5566050950.0,lseg_taxid
SE0000416588,Liljeholmens Stearinfabriks Ab,4295890117,,SE,,none
SE0000416596,Liljeholmens Stearinfabriks Ab,4295890117,,SE,,none
SE0000416604,Munters AB,4295890110,SE556041060601,SE,5560410606.0,lseg_taxid
SE0000418402,Nilorngruppen AB,4295890173,SE556322378201,SE,5563223782.0,lseg_taxid
SE0000418923,CTT Systems AB,4295890197,SE556430774101,SE,5564307741.0,lseg_taxid
SE0000421273,Knowit AB (publ),4295890194,SE556391035401,SE,5563910354.0,lseg_taxid
SE0000422107,,,,,,none
SE0000426462,Q Med AB,4295890259,SE556258688201,SE,5562586882.0,lseg_taxid
SE0000426546,,,,,,none
SE0000426652,,,,,,none
SE0000427254,Guide Konsult AB,4295890092,,SE,,none
SE0000427361,Nordea Bank Abp,5060588378,2858394,FI,,none
SE0000428179,,,,,,none
SE0000429706,CAG Arete AB,4295890217,SE556287677001,SE,5562876770.0,lseg_taxid
SE0000430894,PWT Pure Water Technology AB,4295941309,,SE,,none
SE0000431009,Fb Industri Holding AB,4295890064,,SE,,none
SE0000431058,,,,,,none
SE0000433914,Technology Nexus AB,4295890193,,SE,,none
SE0000434102,TDC Nordic AB,4298455188,,SE,,none
SE0000434292,Circassia AB,4295890366,SE556549105601,SE,5565491056.0,lseg_taxid
SE0000434342,Teligent AB,4295890246,,,,none
SE0000437402,,,,,,none
SE0000442121,,,,,,none
SE0000442931,M2s Sverige AB,4295890287,,SE,,none
SE0000444713,Forcenergy AB,4295889907,SE556217817701,SE,5562178177.0,lseg_taxid
SE0000445934,Affarsstrategerna AB,4295890080,,SE,,none
SE0000449068,A Brand New World in Sweden AB,4295890347,,SE,,none
SE0000451346,WJG Holdings AB,4295890094,SE556241677501,SE,5562416775.0,lseg_taxid
SE0000452682,Asticus AB,4295890053,,,,none
SE0000454746,Biotage AB,4295890368,SE556539313801,SE,5565393138.0,lseg_taxid
SE0000454886,Sodra Petroleum AB,4295890285,,SE,,none
SE0000455057,,,,,,none
SE0000456386,Heimstaden A Lagenheter AB,4295890082,SE556549636001,SE,5565496360.0,lseg_taxid
SE0000459067,Kipling Holding AB,4295890301,,SE,,none
SE0000459299,Probi AB,4295890448,SE556417754001,SE,5564177540.0,lseg_taxid
SE0000459323,All Cards Service Center ACSC AB,4295890222,,SE,,none
SE0000461709,,,,,,none
SE0000468571,,,,,,none
SE0000469579,Lifco AB (publ),4295890097,SE556465318501,SE,5564653185.0,lseg_taxid
SE0000469769,Fastighets AB Balder,4295890203,,SE,,none
SE0000469959,,,,,,none
SE0000470395,,,,,,none
SE0000470700,Randstad Sweden Group AB,4295890265,SE556089657201,SE,5560896572.0,lseg_taxid
SE0000470817,Tryckinvest I Norden AB,4295955835,,,,none
SE0000472268,,,,,,none
SE0000476954,Nordic Service Partners Holding AB,4295889918,SE556534197001,SE,5565341970.0,lseg_taxid
SE0000476962,Lb Icon AB,4296436078,,SE,,none
SE0000477192,Artika Time Media Group AB,4298001598,,SE,,none
SE0000478059,Societe Europeenne de Communication SA,4295883013,,LU,,none
SE0000478067,Societe Europeenne de Communication SA,4295883013,,LU,,none
SE0000479107,Kofax Sweden Services AB,4295890229,SE556398106601,SE,5563981066.0,lseg_taxid
SE0000479495,Fortum Power and Heat AB,5000058251,,SE,,none
SE0000483943,Hultstrom Group AB,4295890161,SE556394198701,SE,5563941987.0,lseg_taxid
SE0000484305,Rks AB,4295890214,,SE,,none
SE0000488850,,,,,,none
SE0000489080,,,,,,none
SE0000489098,,,,,,none
SE0000495293,,,,,,none
SE0000500258,Aspiro AB,4295890066,SE556519999801,SE,5565199998.0,lseg_taxid
SE0000500290,Fabege Fastigheter Stockholm AB,5001153627,SE556050211301,SE,5560502113.0,lseg_taxid
SE0000500308,Fabege Fastigheter Stockholm AB,5001153627,SE556050211301,SE,5560502113.0,lseg_taxid
SE0000507659,Malmbergs Elektriska AB (publ),4295890220,SE556556278101,SE,5565562781.0,lseg_taxid
SE0000507774,Novada AB (publ),4295970960,,SE,,none
SE0000514325,Zapp AB,4295889843,,SE,,none
SE0000514374,Enea AB,4295889892,SE556209714601,SE,5562097146.0,lseg_taxid
SE0000514440,Cash Guard AB,4295890385,,SE,,none
